Flow_ID,Src_IP,Src_Port,Dst_IP,Dst_Port,Protocol,Timestamp,Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts,Flow_Pkts,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts,Bwd_Pkts,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,URG_Flag_Cnt,CWE_Flag_Count,ECE_Flag_Cnt,Down_Up_Ratio,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Fwd_Byts_Avg,Fwd_Pkts_Avg,Fwd_Blk_Rate_Avg,Bwd_Byts_Avg,Bwd_Pkts_Avg,Bwd_Blk_Rate_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
10.1.100.3-10.1.100.100-1059-57943-6,10.1.100.100,57943,10.1.100.3,1059,6,05/04/2019 16:14,83,0,2,0,0,0,0,0,0,0,0,0,0,0,24096.38554,83,0,83,83,0,0,0,0,0,83,83,0,83,83,0,0,0,0,0,44,0,24096.38554,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-1201-57943-6,10.1.100.100,57943,10.1.100.2,1201,6,05/04/2019 16:13,133,0,2,0,0,0,0,0,0,0,0,0,0,0,15037.59398,133,0,133,133,0,0,0,0,0,133,133,0,133,133,0,0,0,0,0,44,0,15037.59398,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-49159-57944-6,10.1.100.100,57944,10.1.100.3,49159,6,05/04/2019 16:13,103,0,2,0,0,0,0,0,0,0,0,0,0,0,19417.47573,103,0,103,103,0,0,0,0,0,103,103,0,103,103,0,0,0,0,0,44,0,19417.47573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-32778-57943-6,10.1.100.100,57943,10.1.100.2,32778,6,05/04/2019 16:14,47,0,2,0,0,0,0,0,0,0,0,0,0,0,42553.19149,47,0,47,47,0,0,0,0,0,47,47,0,47,47,0,0,0,0,0,44,0,42553.19149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-4444-57943-6,10.1.100.100,57943,10.1.100.3,4444,6,05/04/2019 16:13,159,0,2,0,0,0,0,0,0,0,0,0,0,0,12578.61635,159,0,159,159,0,0,0,0,0,159,159,0,159,159,0,0,0,0,0,44,0,12578.61635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-3659-57943-6,10.1.100.100,57943,10.1.100.3,3659,6,05/04/2019 16:13,49,0,2,0,0,0,0,0,0,0,0,0,0,0,40816.32653,49,0,49,49,0,0,0,0,0,49,49,0,49,49,0,0,0,0,0,44,0,40816.32653,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-5907-57943-6,10.1.100.100,57943,10.1.100.3,5907,6,05/04/2019 16:13,138,0,2,0,0,0,0,0,0,0,0,0,0,0,14492.75362,138,0,138,138,0,0,0,0,0,138,138,0,138,138,0,0,0,0,0,44,0,14492.75362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-5998-57944-6,10.1.100.100,57944,10.1.100.3,5998,6,05/04/2019 16:13,138,0,2,0,0,0,0,0,0,0,0,0,0,0,14492.75362,138,0,138,138,0,0,0,0,0,138,138,0,138,138,0,0,0,0,0,44,0,14492.75362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-9207-57944-6,10.1.100.100,57944,10.1.100.2,9207,6,05/04/2019 16:14,12,0,2,0,0,0,0,0,0,0,0,0,0,0,166666.6667,12,0,12,12,0,0,0,0,0,12,12,0,12,12,0,0,0,0,0,44,0,166666.6667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-1024-57943-6,10.1.100.100,57943,10.1.100.3,1024,6,05/04/2019 16:13,127,0,2,0,0,0,0,0,0,0,0,0,0,0,15748.0315,127,0,127,127,0,0,0,0,0,127,127,0,127,127,0,0,0,0,0,44,0,15748.0315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-515-57944-6,10.1.100.100,57944,10.1.100.2,515,6,05/04/2019 16:14,10,0,2,0,0,0,0,0,0,0,0,0,0,0,200000,10,0,10,10,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,44,0,200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-27352-57943-6,10.1.100.100,57943,10.1.100.3,27352,6,05/04/2019 16:13,142,0,2,0,0,0,0,0,0,0,0,0,0,0,14084.50704,142,0,142,142,0,0,0,0,0,142,142,0,142,142,0,0,0,0,0,44,0,14084.50704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-3476-57943-6,10.1.100.100,57943,10.1.100.2,3476,6,05/04/2019 16:14,29,0,2,0,0,0,0,0,0,0,0,0,0,0,68965.51724,29,0,29,29,0,0,0,0,0,29,29,0,29,29,0,0,0,0,0,44,0,68965.51724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-4899-57943-6,10.1.100.100,57943,10.1.100.2,4899,6,05/04/2019 16:14,10,0,2,0,0,0,0,0,0,0,0,0,0,0,200000,10,0,10,10,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,44,0,200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-1084-57943-6,10.1.100.100,57943,10.1.100.3,1084,6,05/04/2019 16:13,106,0,2,0,0,0,0,0,0,0,0,0,0,0,18867.92453,106,0,106,106,0,0,0,0,0,106,106,0,106,106,0,0,0,0,0,44,0,18867.92453,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-5102-57943-6,10.1.100.100,57943,10.1.100.2,5102,6,05/04/2019 16:14,72,0,2,0,0,0,0,0,0,0,0,0,0,0,27777.77778,72,0,72,72,0,0,0,0,0,72,72,0,72,72,0,0,0,0,0,44,0,27777.77778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-2068-57943-6,10.1.100.100,57943,10.1.100.3,2068,6,05/04/2019 16:13,205,0,2,0,0,0,0,0,0,0,0,0,0,0,9756.097561,205,0,205,205,0,0,0,0,0,205,205,0,205,205,0,0,0,0,0,44,0,9756.097561,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-5911-57943-6,10.1.100.100,57943,10.1.100.2,5911,6,05/04/2019 16:13,143,0,2,0,0,0,0,0,0,0,0,0,0,0,13986.01399,143,0,143,143,0,0,0,0,0,143,143,0,143,143,0,0,0,0,0,44,0,13986.01399,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-1244-57943-6,10.1.100.100,57943,10.1.100.2,1244,6,05/04/2019 16:13,125,0,2,0,0,0,0,0,0,0,0,0,0,0,16000,125,0,125,125,0,0,0,0,0,125,125,0,125,125,0,0,0,0,0,44,0,16000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-49158-57943-6,10.1.100.100,57943,10.1.100.3,49158,6,05/04/2019 16:13,117,0,2,0,0,0,0,0,0,0,0,0,0,0,17094.01709,117,0,117,117,0,0,0,0,0,117,117,0,117,117,0,0,0,0,0,44,0,17094.01709,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-119-57943-6,10.1.100.100,57943,10.1.100.3,119,6,05/04/2019 16:14,70,0,2,0,0,0,0,0,0,0,0,0,0,0,28571.42857,70,0,70,70,0,0,0,0,0,70,70,0,70,70,0,0,0,0,0,44,0,28571.42857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-9998-57943-6,10.1.100.100,57943,10.1.100.3,9998,6,05/04/2019 16:13,26,0,2,0,0,0,0,0,0,0,0,0,0,0,76923.07692,26,0,26,26,0,0,0,0,0,26,26,0,26,26,0,0,0,0,0,44,0,76923.07692,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-5500-57943-6,10.1.100.100,57943,10.1.100.2,5500,6,05/04/2019 16:13,99,0,2,0,0,0,0,0,0,0,0,0,0,0,20202.0202,99,0,99,99,0,0,0,0,0,99,99,0,99,99,0,0,0,0,0,44,0,20202.0202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-8180-57944-6,10.1.100.100,57944,10.1.100.2,8180,6,05/04/2019 16:13,149,0,2,0,0,0,0,0,0,0,0,0,0,0,13422.81879,149,0,149,149,0,0,0,0,0,149,149,0,149,149,0,0,0,0,0,44,0,13422.81879,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-1097-57943-6,10.1.100.100,57943,10.1.100.3,1097,6,05/04/2019 16:14,48,0,2,0,0,0,0,0,0,0,0,0,0,0,41666.66667,48,0,48,48,0,0,0,0,0,48,48,0,48,48,0,0,0,0,0,44,0,41666.66667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-7-57943-6,10.1.100.100,57943,10.1.100.2,7,6,05/04/2019 16:13,163,0,2,0,0,0,0,0,0,0,0,0,0,0,12269.93865,163,0,163,163,0,0,0,0,0,163,163,0,163,163,0,0,0,0,0,44,0,12269.93865,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-259-57943-6,10.1.100.100,57943,10.1.100.2,259,6,05/04/2019 16:14,30,0,2,0,0,0,0,0,0,0,0,0,0,0,66666.66667,30,0,30,30,0,0,0,0,0,30,30,0,30,30,0,0,0,0,0,44,0,66666.66667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-2366-57943-6,10.1.100.100,57943,10.1.100.3,2366,6,05/04/2019 16:13,157,0,2,0,0,0,0,0,0,0,0,0,0,0,12738.8535,157,0,157,157,0,0,0,0,0,157,157,0,157,157,0,0,0,0,0,44,0,12738.8535,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-1163-57943-6,10.1.100.100,57943,10.1.100.2,1163,6,05/04/2019 16:13,137,0,2,0,0,0,0,0,0,0,0,0,0,0,14598.54015,137,0,137,137,0,0,0,0,0,137,137,0,137,137,0,0,0,0,0,44,0,14598.54015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-2049-57943-6,10.1.100.100,57943,10.1.100.3,2049,6,05/04/2019 16:14,48,0,2,0,0,0,0,0,0,0,0,0,0,0,41666.66667,48,0,48,48,0,0,0,0,0,48,48,0,48,48,0,0,0,0,0,44,0,41666.66667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-1102-57944-6,10.1.100.100,57944,10.1.100.2,1102,6,05/04/2019 16:13,122,0,2,0,0,0,0,0,0,0,0,0,0,0,16393.44262,122,0,122,122,0,0,0,0,0,122,122,0,122,122,0,0,0,0,0,44,0,16393.44262,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-993-57943-6,10.1.100.100,57943,10.1.100.2,993,6,05/04/2019 16:12,140,0,2,0,0,0,0,0,0,0,0,0,0,0,14285.71429,140,0,140,140,0,0,0,0,0,140,140,0,140,140,0,0,0,0,0,44,0,14285.71429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-25-57943-6,10.1.100.100,57943,10.1.100.2,25,6,05/04/2019 16:12,13529,1,2,0,0,0,0,0,0,0,0,0,0,0,221.7458792,6764.5,9419.369432,13425,104,0,0,0,0,0,104,104,0,104,104,0,0,0,0,20,48,73.91529307,147.8305861,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,29200,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-6005-57943-6,10.1.100.100,57943,10.1.100.2,6005,6,05/04/2019 16:13,45,0,2,0,0,0,0,0,0,0,0,0,0,0,44444.44444,45,0,45,45,0,0,0,0,0,45,45,0,45,45,0,0,0,0,0,44,0,44444.44444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-125-57943-6,10.1.100.100,57943,10.1.100.3,125,6,05/04/2019 16:13,13,0,2,0,0,0,0,0,0,0,0,0,0,0,153846.1538,13,0,13,13,0,0,0,0,0,13,13,0,13,13,0,0,0,0,0,44,0,153846.1538,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-1216-57945-6,10.1.100.100,57945,10.1.100.3,1216,6,05/04/2019 16:13,129,0,2,0,0,0,0,0,0,0,0,0,0,0,15503.87597,129,0,129,129,0,0,0,0,0,129,129,0,129,129,0,0,0,0,0,44,0,15503.87597,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-52869-57943-6,10.1.100.100,57943,10.1.100.3,52869,6,05/04/2019 16:14,119,0,2,0,0,0,0,0,0,0,0,0,0,0,16806.72269,119,0,119,119,0,0,0,0,0,119,119,0,119,119,0,0,0,0,0,44,0,16806.72269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-19-57943-6,10.1.100.100,57943,10.1.100.2,19,6,05/04/2019 16:14,62,0,2,0,0,0,0,0,0,0,0,0,0,0,32258.06452,62,0,62,62,0,0,0,0,0,62,62,0,62,62,0,0,0,0,0,44,0,32258.06452,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-144-57943-6,10.1.100.100,57943,10.1.100.3,144,6,05/04/2019 16:14,127,0,2,0,0,0,0,0,0,0,0,0,0,0,15748.0315,127,0,127,127,0,0,0,0,0,127,127,0,127,127,0,0,0,0,0,44,0,15748.0315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-8007-57943-6,10.1.100.100,57943,10.1.100.2,8007,6,05/04/2019 16:13,127,0,2,0,0,0,0,0,0,0,0,0,0,0,15748.0315,127,0,127,127,0,0,0,0,0,127,127,0,127,127,0,0,0,0,0,44,0,15748.0315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-1063-57943-6,10.1.100.100,57943,10.1.100.2,1063,6,05/04/2019 16:13,37,0,2,0,0,0,0,0,0,0,0,0,0,0,54054.05405,37,0,37,37,0,0,0,0,0,37,37,0,37,37,0,0,0,0,0,44,0,54054.05405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-417-57943-6,10.1.100.100,57943,10.1.100.3,417,6,05/04/2019 16:13,118,0,2,0,0,0,0,0,0,0,0,0,0,0,16949.15254,118,0,118,118,0,0,0,0,0,118,118,0,118,118,0,0,0,0,0,44,0,16949.15254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-9091-57944-6,10.1.100.100,57944,10.1.100.3,9091,6,05/04/2019 16:13,135,0,2,0,0,0,0,0,0,0,0,0,0,0,14814.81481,135,0,135,135,0,0,0,0,0,135,135,0,135,135,0,0,0,0,0,44,0,14814.81481,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-34572-57943-6,10.1.100.100,57943,10.1.100.2,34572,6,05/04/2019 16:14,49,0,2,0,0,0,0,0,0,0,0,0,0,0,40816.32653,49,0,49,49,0,0,0,0,0,49,49,0,49,49,0,0,0,0,0,44,0,40816.32653,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-6007-57943-6,10.1.100.100,57943,10.1.100.3,6007,6,05/04/2019 16:14,95,0,2,0,0,0,0,0,0,0,0,0,0,0,21052.63158,95,0,95,95,0,0,0,0,0,95,95,0,95,95,0,0,0,0,0,44,0,21052.63158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-1974-57943-6,10.1.100.100,57943,10.1.100.3,1974,6,05/04/2019 16:13,42,0,2,0,0,0,0,0,0,0,0,0,0,0,47619.04762,42,0,42,42,0,0,0,0,0,42,42,0,42,42,0,0,0,0,0,44,0,47619.04762,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-2607-57943-6,10.1.100.100,57943,10.1.100.2,2607,6,05/04/2019 16:13,124,0,2,0,0,0,0,0,0,0,0,0,0,0,16129.03226,124,0,124,124,0,0,0,0,0,124,124,0,124,124,0,0,0,0,0,44,0,16129.03226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-3389-57943-6,10.1.100.100,57943,10.1.100.2,3389,6,05/04/2019 16:12,132,0,2,0,0,0,0,0,0,0,0,0,0,0,15151.51515,132,0,132,132,0,0,0,0,0,132,132,0,132,132,0,0,0,0,0,44,0,15151.51515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-1717-57943-6,10.1.100.100,57943,10.1.100.2,1717,6,05/04/2019 16:14,147,0,2,0,0,0,0,0,0,0,0,0,0,0,13605.44218,147,0,147,147,0,0,0,0,0,147,147,0,147,147,0,0,0,0,0,44,0,13605.44218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-2288-57943-6,10.1.100.100,57943,10.1.100.2,2288,6,05/04/2019 16:14,109,0,2,0,0,0,0,0,0,0,0,0,0,0,18348.62385,109,0,109,109,0,0,0,0,0,109,109,0,109,109,0,0,0,0,0,44,0,18348.62385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-1082-57943-6,10.1.100.100,57943,10.1.100.2,1082,6,05/04/2019 16:14,48,0,2,0,0,0,0,0,0,0,0,0,0,0,41666.66667,48,0,48,48,0,0,0,0,0,48,48,0,48,48,0,0,0,0,0,44,0,41666.66667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-1455-57943-6,10.1.100.100,57943,10.1.100.2,1455,6,05/04/2019 16:13,11,0,2,0,0,0,0,0,0,0,0,0,0,0,181818.1818,11,0,11,11,0,0,0,0,0,11,11,0,11,11,0,0,0,0,0,44,0,181818.1818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-5087-57944-6,10.1.100.100,57944,10.1.100.2,5087,6,05/04/2019 16:13,138,0,2,0,0,0,0,0,0,0,0,0,0,0,14492.75362,138,0,138,138,0,0,0,0,0,138,138,0,138,138,0,0,0,0,0,44,0,14492.75362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-1130-57943-6,10.1.100.100,57943,10.1.100.3,1130,6,05/04/2019 16:14,29,0,2,0,0,0,0,0,0,0,0,0,0,0,68965.51724,29,0,29,29,0,0,0,0,0,29,29,0,29,29,0,0,0,0,0,44,0,68965.51724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-6689-57943-6,10.1.100.100,57943,10.1.100.3,6689,6,05/04/2019 16:13,162,0,2,0,0,0,0,0,0,0,0,0,0,0,12345.67901,162,0,162,162,0,0,0,0,0,162,162,0,162,162,0,0,0,0,0,44,0,12345.67901,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-16113-57944-6,10.1.100.100,57944,10.1.100.3,16113,6,05/04/2019 16:13,12,0,2,0,0,0,0,0,0,0,0,0,0,0,166666.6667,12,0,12,12,0,0,0,0,0,12,12,0,12,12,0,0,0,0,0,44,0,166666.6667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-726-57944-6,10.1.100.100,57944,10.1.100.2,726,6,05/04/2019 16:14,72,0,2,0,0,0,0,0,0,0,0,0,0,0,27777.77778,72,0,72,72,0,0,0,0,0,72,72,0,72,72,0,0,0,0,0,44,0,27777.77778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-5633-57944-6,10.1.100.100,57944,10.1.100.3,5633,6,05/04/2019 16:14,126,0,2,0,0,0,0,0,0,0,0,0,0,0,15873.01587,126,0,126,126,0,0,0,0,0,126,126,0,126,126,0,0,0,0,0,44,0,15873.01587,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
